,Product_Name,Category,Price,Product_ID
209,somebody,Clothing,392.85,210
210,few,Home & Garden,955.41,211
211,pass,Home & Garden,792.01,212
212,benefit,Clothing,216.19,213
213,detail,Toys,596.53,214
214,firm,Books,522.88,215
215,factor,Home & Garden,430.09,216
216,hospital,Home & Garden,108.7,217
217,which,Books,842.25,218
218,save,Electronics,538.54,219
219,for,Clothing,805.78,220
220,clearly,Clothing,502.36,221
221,follow,Home & Garden,324.7,222
222,military,Clothing,356.96,223
223,community,Toys,189.88,224
224,heart,Home & Garden,551.83,225
225,ago,Clothing,474.7,226
226,condition,Toys,537.31,227
227,education,Books,906.24,228
228,beyond,Books,239.95,229
229,more,Toys,314.05,230
230,whatever,Home & Garden,777.97,231
231,wall,Home & Garden,753.83,232
232,page,Home & Garden,907.64,233
233,second,Toys,568.51,234
234,leave,Home & Garden,253.47,235
235,feel,Clothing,431.35,236
236,image,Toys,905.53,237
237,high,Electronics,593.14,238
238,south,Clothing,584.79,239
239,since,Toys,259.75,240
240,near,Clothing,150.01,241
241,body,Home & Garden,197.46,242
242,create,Home & Garden,275.93,243
243,police,Clothing,985.06,244
244,black,Home & Garden,937.32,245
245,house,Electronics,252.86,246
246,their,Toys,652.53,247
247,statement,Clothing,499.33,248
248,treatment,Home & Garden,978.69,249
249,partner,Toys,314.97,250
250,offer,Home & Garden,697.29,251
251,including,Toys,915.09,252
252,doctor,Home & Garden,442.18,253
253,others,Electronics,693.16,254
254,sit,Electronics,941.56,255
255,spend,Books,474.82,256
256,task,Toys,683.94,257
257,follow,Toys,491.78,258
258,trade,Books,145.92,259
259,try,Electronics,884.15,260
260,officer,Books,480.67,261
261,purpose,Books,976.54,262
262,task,Electronics,322.4,263
263,young,Clothing,691.46,264
264,decision,Books,194.09,265
265,minute,Books,463.16,266
266,including,Home & Garden,537.92,267
267,right,Electronics,482.34,268
268,address,Toys,151.41,269
269,worker,Home & Garden,360.16,270
270,son,Toys,228.48,271
271,add,Toys,826.03,272
272,major,Clothing,765.96,273
273,decision,Books,450.19,274
274,light,Books,326.04,275
275,car,Toys,280.97,276
276,finally,Books,378.23,277
277,take,Electronics,568.39,278
278,gas,Toys,899.77,279
279,month,Toys,823.77,280
280,move,Clothing,427.95,281
281,north,Home & Garden,990.66,282
282,detail,Home & Garden,494.37,283
283,fire,Home & Garden,400.44,284
284,debate,Electronics,723.29,285
285,candidate,Clothing,597.22,286
286,ability,Toys,664.38,287
287,memory,Home & Garden,654.61,288
288,north,Home & Garden,418.08,289
289,build,Books,710.04,290
290,medical,Electronics,685.56,291
291,Republican,Books,116.53,292
292,help,Toys,593.73,293
293,develop,Toys,134.12,294
294,do,Clothing,552.96,295
295,address,Clothing,312.82,296
296,environment,Electronics,199.54,297
297,rather,Toys,758.12,298
298,represent,Home & Garden,882.75,299
299,including,Books,778.24,300
300,owner,Toys,843.8,301
301,spring,Clothing,359.78,302
302,news,Toys,267.26,303
303,firm,Home & Garden,827.1,304
304,hot,Electronics,292.1,305
305,benefit,Toys,594.63,306
306,water,Books,392.71,307
307,his,Electronics,748.75,308
308,human,Toys,460.82,309
309,same,Clothing,248.04,310
310,understand,Home & Garden,289.14,311
311,father,Home & Garden,345.78,312
312,key,Electronics,742.12,313
313,speak,Electronics,499.09,314
314,artist,Electronics,502.37,315
315,drive,Toys,961.96,316
316,today,Electronics,749.54,317
317,decision,Electronics,434.1,318
318,reduce,Home & Garden,402.68,319
319,behavior,Books,345.64,320
320,general,Toys,461.06,321
321,manager,Home & Garden,328.3,322
322,tend,Toys,188.06,323
323,yard,Home & Garden,623.32,324
324,who,Home & Garden,610.91,325
325,ok,Clothing,692.38,326
326,color,Books,575.22,327
327,senior,Home & Garden,318.9,328
328,lose,Toys,121.4,329
329,difficult,Electronics,577.92,330
330,security,Toys,604.96,331
331,evening,Books,402.47,332
332,area,Books,806.4,333
333,yes,Electronics,994.65,334
334,determine,Books,333.88,335
335,often,Home & Garden,649.15,336
336,when,Home & Garden,935.14,337
337,officer,Books,651.04,338
338,just,Books,568.36,339
339,public,Books,797.54,340
340,test,Home & Garden,525.25,341
341,player,Clothing,872.65,342
342,cup,Electronics,461.07,343
343,firm,Electronics,111.17,344
344,meet,Toys,543.03,345
345,class,Home & Garden,503.62,346
346,situation,Books,350.63,347
347,source,Toys,101.28,348
348,alone,Home & Garden,149.56,349
349,all,Home & Garden,664.39,350
350,rest,Books,179.99,351
351,small,Clothing,178.79,352
352,create,Home & Garden,819.23,353
353,politics,Clothing,439.99,354
354,street,Electronics,506.0,355
355,growth,Books,610.7,356
356,politics,Toys,718.57,357
357,event,Electronics,417.25,358
358,conference,Clothing,351.3,359
359,character,Clothing,539.4,360
360,message,Books,790.43,361
361,gun,Books,680.47,362
362,between,Home & Garden,636.5,363
363,late,Books,162.16,364
364,point,Toys,666.36,365
365,weight,Books,990.06,366
366,tough,Toys,234.89,367
367,ok,Clothing,482.56,368
368,important,Clothing,808.73,369
369,executive,Toys,329.62,370
370,nature,Books,259.78,371
371,song,Electronics,862.53,372
372,member,Electronics,378.67,373
373,put,Electronics,579.62,374
374,describe,Toys,655.63,375
375,culture,Books,471.78,376
376,walk,Electronics,873.59,377
377,great,Clothing,589.7,378
378,none,Electronics,632.78,379
379,now,Toys,290.93,380
380,range,Books,358.21,381
381,wrong,Electronics,411.71,382
382,their,Clothing,270.22,383
383,majority,Home & Garden,361.01,384
384,doctor,Clothing,843.33,385
385,tonight,Home & Garden,859.16,386
386,kid,Electronics,305.17,387
387,analysis,Home & Garden,782.48,388
388,somebody,Toys,942.61,389
389,maintain,Electronics,487.79,390
390,thought,Clothing,697.22,391
391,evening,Books,616.91,392
392,outside,Clothing,553.21,393
393,we,Toys,593.96,394
394,economic,Toys,101.4,395
395,structure,Books,523.11,396
396,responsibility,Clothing,927.05,397
397,radio,Electronics,814.46,398
398,site,Toys,280.08,399
399,job,Toys,288.52,400
400,every,Books,227.71,401
401,local,Toys,495.1,402
402,white,Electronics,805.49,403
403,owner,Toys,468.12,404
404,another,Electronics,781.97,405
405,return,Clothing,724.54,406
406,form,Home & Garden,838.63,407
407,just,Clothing,168.32,408
408,your,Clothing,409.1,409
409,tell,Books,294.75,410
410,present,Electronics,693.9,411
411,third,Electronics,800.94,412
412,interesting,Clothing,808.98,413
413,resource,Toys,342.13,414
414,culture,Electronics,565.49,415
415,kid,Books,425.12,416
416,really,Clothing,921.69,417
417,discover,Home & Garden,487.36,418
418,member,Electronics,173.58,419
419,toward,Toys,903.62,420
420,hotel,Electronics,843.43,421
421,fish,Clothing,283.01,422
422,take,Electronics,462.01,423
423,quickly,Home & Garden,498.42,424
424,choice,Clothing,768.72,425
425,cold,Clothing,751.54,426
426,discussion,Clothing,244.95,427
427,lot,Home & Garden,899.72,428
428,doctor,Home & Garden,685.78,429
429,north,Toys,239.91,430
430,subject,Clothing,619.18,431
431,growth,Electronics,115.7,432
432,collection,Books,378.34,433
433,go,Toys,686.67,434
434,machine,Electronics,504.38,435
435,generation,Home & Garden,436.87,436
436,national,Home & Garden,844.55,437
437,home,Toys,348.53,438
438,professor,Home & Garden,388.57,439
439,individual,Clothing,480.5,440
440,always,Clothing,305.57,441
441,commercial,Toys,978.57,442
442,gun,Clothing,893.13,443
443,somebody,Toys,975.42,444
444,job,Clothing,145.37,445
445,collection,Books,427.98,446
446,late,Electronics,599.36,447
447,investment,Electronics,965.21,448
448,right,Toys,827.83,449
449,race,Toys,965.2,450
450,responsibility,Toys,626.81,451
451,guess,Books,606.25,452
452,agreement,Toys,208.84,453
453,significant,Electronics,526.1,454
454,former,Home & Garden,629.59,455
455,see,Home & Garden,919.36,456
456,difficult,Clothing,362.06,457
457,myself,Clothing,522.2,458
458,age,Electronics,540.87,459
459,scene,Home & Garden,321.87,460
460,purpose,Books,337.21,461
461,actually,Clothing,721.85,462
462,lose,Toys,367.95,463
463,admit,Electronics,414.81,464
464,top,Books,203.28,465
465,action,Clothing,657.33,466
466,them,Electronics,672.58,467
467,continue,Home & Garden,155.55,468
468,throughout,Toys,421.09,469
469,early,Clothing,333.54,470
470,American,Electronics,305.52,471
471,break,Books,952.31,472
472,minute,Toys,398.42,473
473,not,Books,976.38,474
474,her,Clothing,712.35,475
475,house,Electronics,699.13,476
476,artist,Toys,557.79,477
477,put,Electronics,959.32,478
478,right,Books,849.7,479
479,effort,Toys,781.51,480
480,know,Books,777.2,481
481,very,Electronics,386.14,482
482,dark,Books,763.73,483
483,degree,Home & Garden,595.16,484
484,action,Clothing,716.09,485
485,senior,Books,891.47,486
486,provide,Clothing,291.68,487
487,common,Electronics,151.4,488
488,prepare,Toys,966.41,489
489,language,Electronics,143.34,490
490,today,Electronics,623.56,491
491,art,Home & Garden,716.16,492
492,police,Toys,426.66,493
493,big,Books,130.24,494
494,year,Clothing,605.63,495
495,customer,Electronics,625.37,496
496,quickly,Home & Garden,674.79,497
497,section,Clothing,901.21,498
498,he,Clothing,611.08,499
499,oil,Home & Garden,145.71,500
500,thing,Clothing,999.99,501
501,white,Home & Garden,830.48,502
502,customer,Electronics,286.59,503
503,free,Clothing,874.43,504
504,modern,Electronics,159.49,505
505,side,Books,302.27,506
506,job,Clothing,365.69,507
507,commercial,Electronics,844.86,508
508,site,Toys,885.94,509
509,through,Books,516.22,510
510,staff,Clothing,985.58,511
511,campaign,Home & Garden,891.43,512
512,book,Home & Garden,367.86,513
513,call,Clothing,617.94,514
514,simply,Toys,392.32,515
515,group,Clothing,302.27,516
516,town,Toys,166.77,517
517,report,Electronics,383.86,518
518,option,Home & Garden,330.62,519
519,white,Home & Garden,906.3,520
520,official,Books,919.84,521
521,stock,Electronics,335.45,522
522,any,Home & Garden,810.62,523
523,white,Toys,349.93,524
524,whole,Electronics,397.62,525
525,girl,Electronics,915.95,526
526,challenge,Toys,714.91,527
527,offer,Clothing,883.06,528
528,near,Electronics,204.7,529
529,popular,Books,160.62,530
530,person,Clothing,692.64,531
531,set,Clothing,672.91,532
532,newspaper,Toys,300.17,533
533,newspaper,Clothing,750.18,534
534,protect,Electronics,140.19,535
535,could,Books,298.8,536
536,American,Clothing,878.83,537
537,life,Home & Garden,181.41,538
538,happen,Clothing,911.44,539
539,past,Home & Garden,412.44,540
540,everything,Home & Garden,925.76,541
541,often,Clothing,152.53,542
542,certain,Toys,427.8,543
543,use,Toys,162.91,544
544,after,Home & Garden,421.68,545
545,case,Toys,882.39,546
546,a,Clothing,775.38,547
547,vote,Electronics,382.85,548
548,sense,Clothing,517.53,549
549,travel,Electronics,635.86,550
550,whom,Books,862.29,551
551,order,Home & Garden,879.33,552
552,skin,Electronics,690.79,553
553,Republican,Electronics,553.02,554
554,hundred,Toys,455.6,555
555,suggest,Home & Garden,176.8,556
556,war,Toys,461.97,557
557,law,Electronics,448.73,558
558,read,Books,508.17,559
559,arm,Books,904.42,560
560,threat,Electronics,395.94,561
561,raise,Home & Garden,437.31,562
562,tend,Electronics,234.3,563
563,never,Electronics,933.98,564
564,site,Clothing,315.65,565
565,on,Books,993.59,566
566,table,Clothing,988.4,567
567,government,Toys,125.71,568
568,almost,Toys,843.75,569
569,trouble,Home & Garden,461.86,570
570,size,Electronics,836.65,571
571,music,Books,296.07,572
572,else,Home & Garden,287.4,573
573,public,Toys,531.23,574
574,nothing,Clothing,659.6,575
575,both,Toys,673.11,576
576,show,Clothing,949.06,577
577,something,Toys,281.34,578
578,position,Books,239.2,579
579,work,Books,594.64,580
580,garden,Electronics,670.67,581
581,do,Toys,555.92,582
582,pay,Books,105.48,583
583,trouble,Books,184.46,584
584,single,Clothing,353.54,585
585,wish,Electronics,593.77,586
586,statement,Electronics,285.27,587
587,smile,Toys,615.53,588
588,society,Electronics,597.98,589
589,would,Toys,500.5,590
590,teach,Electronics,343.95,591
591,military,Clothing,737.92,592
592,manage,Home & Garden,427.16,593
593,action,Electronics,886.22,594
594,turn,Home & Garden,353.34,595
595,medical,Home & Garden,345.92,596
596,out,Books,363.69,597
597,tonight,Books,356.17,598
598,turn,Electronics,200.61,599
599,knowledge,Home & Garden,964.05,600
600,time,Home & Garden,740.83,601
601,Republican,Clothing,897.44,602
602,occur,Books,293.77,603
603,idea,Electronics,584.98,604
604,parent,Toys,893.22,605
605,line,Books,317.57,606
606,election,Home & Garden,133.66,607
607,under,Clothing,547.07,608
608,ready,Toys,408.58,609
609,game,Books,708.19,610
610,fire,Toys,485.05,611
611,thing,Books,645.28,612
612,dinner,Electronics,178.55,613
613,position,Books,952.89,614
614,tend,Clothing,129.96,615
615,fish,Books,350.96,616
616,adult,Books,914.19,617
617,fine,Home & Garden,848.8,618
618,note,Toys,414.65,619
619,receive,Home & Garden,109.04,620
620,sometimes,Home & Garden,183.57,621
621,management,Clothing,712.27,622
622,ago,Toys,181.27,623
623,street,Electronics,668.75,624
624,research,Electronics,180.54,625
625,news,Clothing,941.8,626
626,building,Toys,515.97,627
627,report,Toys,774.69,628
628,note,Electronics,773.34,629
629,bank,Clothing,249.87,630
630,when,Clothing,361.81,631
631,stand,Electronics,965.66,632
632,need,Toys,450.54,633
633,director,Home & Garden,851.24,634
634,throughout,Home & Garden,297.77,635
635,might,Electronics,243.41,636
636,sign,Toys,398.24,637
637,try,Electronics,874.76,638
638,matter,Toys,591.63,639
639,foot,Home & Garden,633.25,640
640,least,Clothing,198.84,641
641,amount,Toys,783.14,642
642,drug,Toys,315.02,643
643,small,Books,952.47,644
644,policy,Toys,808.29,645
645,deal,Home & Garden,550.64,646
646,great,Toys,582.6,647
647,really,Clothing,321.74,648
648,minute,Books,150.83,649
649,themselves,Toys,958.01,650
650,home,Home & Garden,692.89,651
651,and,Electronics,515.81,652
652,arrive,Clothing,260.38,653
653,turn,Clothing,712.39,654
654,poor,Electronics,614.56,655
655,clear,Electronics,757.41,656
656,little,Toys,217.55,657
657,to,Toys,407.11,658
658,according,Toys,632.53,659
659,resource,Books,451.57,660
660,child,Home & Garden,514.89,661
661,group,Toys,296.58,662
662,instead,Electronics,165.15,663
663,management,Home & Garden,797.94,664
664,wide,Electronics,633.59,665
665,test,Toys,423.3,666
666,themselves,Toys,189.23,667
667,election,Clothing,289.3,668
668,something,Home & Garden,875.41,669
669,against,Home & Garden,947.43,670
670,matter,Electronics,214.39,671
671,relate,Clothing,319.23,672
672,body,Clothing,710.56,673
673,group,Books,955.44,674
674,American,Home & Garden,209.35,675
675,wind,Home & Garden,770.1,676
676,ever,Home & Garden,276.09,677
677,various,Clothing,692.21,678
678,example,Toys,193.86,679
679,add,Clothing,214.19,680
680,play,Home & Garden,946.82,681
681,skin,Clothing,871.86,682
682,nation,Toys,468.84,683
683,spend,Books,290.38,684
684,relationship,Books,677.49,685
685,recent,Home & Garden,905.5,686
686,idea,Clothing,522.32,687
687,writer,Home & Garden,337.31,688
688,minute,Toys,545.06,689
689,all,Clothing,843.07,690
690,significant,Clothing,380.15,691
691,together,Home & Garden,961.51,692
692,red,Clothing,910.46,693
693,raise,Electronics,707.48,694
694,line,Electronics,235.57,695
695,woman,Electronics,950.46,696
696,political,Electronics,522.66,697
697,race,Home & Garden,961.34,698
698,look,Clothing,204.92,699
699,allow,Books,411.72,700
700,name,Home & Garden,371.88,701
701,that,Clothing,833.68,702
702,matter,Toys,132.44,703
703,seven,Clothing,675.59,704
704,similar,Toys,505.23,705
705,foot,Toys,888.78,706
706,heavy,Clothing,459.4,707
707,pretty,Electronics,687.12,708
708,mouth,Home & Garden,350.0,709
709,instead,Clothing,124.75,710
710,hundred,Clothing,178.13,711
711,who,Clothing,285.84,712
712,ability,Books,742.31,713
713,pick,Electronics,958.02,714
714,likely,Clothing,808.29,715
715,pay,Clothing,406.91,716
716,despite,Toys,341.95,717
717,hope,Books,806.57,718
718,still,Books,810.89,719
719,class,Electronics,165.62,720
720,home,Clothing,332.63,721
721,write,Home & Garden,492.38,722
722,red,Books,991.78,723
723,though,Toys,851.52,724
724,police,Home & Garden,254.55,725
725,exactly,Home & Garden,978.46,726
726,to,Electronics,264.01,727
727,whom,Electronics,778.68,728
728,sense,Home & Garden,396.56,729
729,room,Books,832.56,730
730,firm,Toys,666.38,731
731,start,Clothing,382.48,732
732,window,Clothing,377.18,733
733,knowledge,Books,740.81,734
734,her,Clothing,970.41,735
735,away,Clothing,106.44,736
736,artist,Books,379.45,737
737,get,Clothing,738.79,738
738,protect,Toys,289.93,739
739,time,Electronics,408.82,740
740,seek,Books,828.38,741
741,perform,Home & Garden,346.92,742
742,example,Clothing,849.41,743
743,suddenly,Books,594.92,744
744,guess,Home & Garden,736.87,745
745,surface,Electronics,920.03,746
746,organization,Clothing,232.63,747
747,thousand,Books,709.56,748
748,individual,Electronics,769.81,749
749,moment,Home & Garden,689.29,750
750,set,Home & Garden,463.23,751
751,than,Toys,859.21,752
752,easy,Home & Garden,199.32,753
753,main,Clothing,947.22,754
754,ago,Books,809.43,755
755,inside,Clothing,549.42,756
756,computer,Electronics,153.65,757
757,goal,Clothing,338.57,758
758,modern,Toys,506.17,759
759,else,Electronics,200.02,760
760,guess,Toys,598.41,761
761,price,Clothing,946.6,762
762,choice,Toys,193.46,763
763,position,Books,261.03,764
764,cup,Clothing,208.84,765
765,religious,Clothing,927.42,766
766,most,Home & Garden,181.87,767
767,speak,Electronics,669.12,768
768,imagine,Toys,996.5,769
769,popular,Toys,610.42,770
770,activity,Home & Garden,749.17,771
771,phone,Books,941.33,772
772,smile,Toys,897.84,773
773,body,Clothing,775.58,774
774,sound,Electronics,416.4,775
775,together,Books,956.53,776
776,course,Electronics,951.01,777
777,everything,Electronics,251.74,778
778,role,Home & Garden,255.38,779
779,each,Electronics,475.61,780
780,as,Clothing,238.22,781
781,fill,Electronics,359.32,782
782,state,Books,812.11,783
783,upon,Home & Garden,364.58,784
784,later,Books,616.81,785
785,magazine,Toys,462.74,786
786,whose,Clothing,710.06,787
787,score,Books,399.78,788
788,nice,Clothing,623.24,789
789,customer,Clothing,170.04,790
790,recent,Electronics,219.06,791
791,so,Clothing,215.64,792
792,maintain,Books,118.4,793
793,around,Toys,155.65,794
794,report,Electronics,294.14,795
795,term,Home & Garden,810.95,796
796,none,Home & Garden,911.74,797
797,trouble,Electronics,588.36,798
798,lead,Electronics,521.51,799
799,and,Clothing,104.58,800
800,think,Toys,464.45,801
801,to,Home & Garden,841.63,802
802,politics,Home & Garden,597.35,803
803,officer,Clothing,134.54,804
804,improve,Electronics,296.71,805
805,crime,Books,890.88,806
806,all,Home & Garden,969.33,807
807,student,Electronics,639.94,808
808,plant,Toys,473.14,809
809,arm,Electronics,182.5,810
810,green,Electronics,311.8,811
811,agree,Toys,463.55,812
812,source,Clothing,424.88,813
813,even,Electronics,209.58,814
814,like,Electronics,798.96,815
815,address,Clothing,693.74,816
816,ground,Toys,636.12,817
817,easy,Clothing,475.66,818
818,soon,Clothing,917.06,819
819,though,Books,352.09,820
820,green,Toys,638.21,821
821,treatment,Toys,823.07,822
822,unit,Books,455.85,823
823,increase,Toys,598.12,824
824,every,Books,846.5,825
825,year,Home & Garden,677.85,826
826,side,Home & Garden,793.66,827
827,future,Books,983.95,828
828,actually,Toys,569.75,829
829,myself,Clothing,278.5,830
830,answer,Electronics,429.12,831
831,program,Clothing,361.69,832
832,spring,Clothing,977.15,833
833,father,Electronics,620.45,834
834,later,Electronics,125.18,835
835,service,Books,907.55,836
836,government,Home & Garden,488.21,837
837,final,Electronics,195.21,838
838,Mrs,Books,514.19,839
839,society,Electronics,138.26,840
840,everybody,Home & Garden,734.95,841
841,career,Clothing,284.33,842
842,camera,Toys,683.31,843
843,sign,Books,706.13,844
844,agency,Home & Garden,619.15,845
845,play,Home & Garden,523.25,846
846,stuff,Clothing,556.38,847
847,couple,Clothing,935.33,848
848,instead,Clothing,650.86,849
849,term,Clothing,437.68,850
850,like,Clothing,524.55,851
851,model,Books,923.12,852
852,family,Books,169.16,853
853,tax,Electronics,230.56,854
854,medical,Electronics,610.83,855
855,sure,Books,286.58,856
856,science,Electronics,968.54,857
857,including,Toys,489.99,858
858,able,Home & Garden,134.21,859
859,movie,Home & Garden,913.3,860
860,team,Clothing,949.79,861
861,make,Toys,701.45,862
862,difficult,Toys,787.71,863
863,hotel,Home & Garden,348.52,864
864,agreement,Clothing,797.38,865
865,reflect,Electronics,902.98,866
866,morning,Electronics,125.49,867
867,will,Electronics,244.03,868
868,left,Home & Garden,223.45,869
869,thus,Home & Garden,347.42,870
870,too,Clothing,314.11,871
871,every,Home & Garden,702.6,872
872,compare,Clothing,135.58,873
873,important,Books,798.36,874
874,out,Toys,454.29,875
875,place,Clothing,666.47,876
876,model,Electronics,683.75,877
877,research,Toys,304.1,878
878,hope,Clothing,598.53,879
879,sense,Clothing,416.68,880
880,cup,Clothing,721.78,881
881,PM,Toys,337.41,882
882,since,Electronics,869.81,883
883,medical,Home & Garden,827.16,884
884,letter,Books,207.2,885
885,speak,Toys,716.77,886
886,establish,Electronics,471.19,887
887,gas,Books,936.46,888
888,together,Clothing,922.55,889
889,author,Home & Garden,488.58,890
890,exactly,Home & Garden,694.81,891
891,machine,Toys,548.81,892
892,certain,Toys,261.77,893
893,national,Books,148.03,894
894,school,Home & Garden,941.46,895
895,kitchen,Home & Garden,429.05,896
896,remain,Books,137.18,897
897,interesting,Home & Garden,817.75,898
898,represent,Toys,715.52,899
899,however,Home & Garden,296.75,900
900,quickly,Clothing,717.09,901
901,control,Home & Garden,471.64,902
