Order ID,Product Name,Category,Price,Quantity,Total Sales,Customer ID,Customer Age,Customer Gender,Purchase Date,Purchase Time
4d2d99bd-33a0-410c-bd0a-3f3fbfb65c32,specific,Books,804.08,10,8040.8,ff444f8b-a15a-4abb-a81c-96b5714f6da9,68,Female,28-02-2024,21:16:20
f86f7bd2-28e8-4751-901a-d719d767d8ab,answer,Toys,616.95,2,1233.9,6da467d6-7087-41b3-bcc3-8627c446e240,56,Male,01-06-2024,00:11:54
fd9357f3-b819-437e-b01e-ea486a2c95e7,without,Toys,559.92,2,1119.84,d443e0ab-1098-4ac8-b1bf-bc83f102e321,48,Male,26-02-2024,17:52:05
fdede4c4-99c3-43c1-8874-83a8505111d4,season,Electronics,552.12,9,4969.08,4d5c7dee-70ef-401b-8bde-b5fcae011fb3,48,Female,26-02-2024,12:37:15
7aeff886-6d87-43ee-9fb5-d07777ea9ee7,base,Toys,356.88,10,3568.8,a48927bf-f5fa-4872-962d-5ac0af2dba52,42,Female,16-05-2024,11:44:12
a6e3aebf-9df5-4a79-a903-57774e4b7893,begin,Toys,259.28,10,2592.8,39e0e8b7-d008-4b0b-baac-63547b126aa7,50,Male,25-04-2024,11:03:00
feab344a-9ea5-4de8-b815-25447455ac05,individual,Electronics,407.42,5,2037.1,91574b39-bf3b-40b0-8ba5-92fda828953d,19,Female,22-05-2024,22:26:24
86c9041c-1da6-443d-a4ff-7a73b4470c07,reach,Toys,900.1,4,3600.4,9627212a-c2f8-407b-a872-7705281f7132,38,Male,22-02-2024,17:18:22
a66b9e12-c5a1-4469-83f4-03855aa4a057,real,Home & Garden,728.82,3,2186.46,4aa6c2b1-bd33-40cf-a8be-52073c58fd2f,61,Female,21-04-2024,18:54:14
c0caf0e4-7089-466d-b5e0-6bce9a9b6ff6,power,Toys,429.7,6,2578.2,3cb2f636-a44d-4b48-9c63-3a28aba6ae5c,41,Female,19-05-2024,11:45:31
1ee1b7e5-23ed-492a-8a52-ba854555c803,end,Clothing,409.57,5,2047.85,09de88b2-938c-4975-a259-709859607a3c,33,Male,27-01-2024,08:44:49
b04b37ba-f16e-47b7-8203-115faefd5fc5,meeting,Clothing,511.57,5,2557.85,e95053d7-fe19-457b-a1da-8a26a6a3989e,47,Male,18-01-2024,23:28:43
542f99e1-5a17-4187-9c16-dc238c10a9dd,question,Toys,385.93,6,2315.58,d1e889ef-d74e-4219-8edd-613bfecc6ce4,39,Female,12-02-2024,07:56:10
21e90c31-1074-4402-a412-0d5e90e98679,mean,Electronics,506.23,7,3543.61,6ddcdd20-207b-4cc4-aa21-58028cf8da5a,63,Female,19-03-2024,08:37:20
c7385f13-c848-4245-a073-e942f64277ef,action,Toys,408.83,8,3270.64,0ce6c0ee-d687-4bca-8784-cf57e4c63217,68,Male,14-04-2024,21:50:55
5582e6b7-fe61-441a-9690-b1bbdf7caff8,peace,Toys,834.09,4,3336.36,46def10e-e1df-403a-bda7-43b9754248ee,30,Male,21-02-2024,17:27:12
5aeb548e-a54a-4d17-98bb-2e9e044a366c,its,Electronics,161.26,7,1128.82,7243a8bb-6e88-4716-82ab-308abe7f534c,38,Male,04-02-2024,20:01:58
35ec6836-8044-4821-bf12-e707ce24b3f8,traditional,Toys,620.23,9,5582.07,5f38a34f-0586-474b-9a7b-a429c0c15d5e,53,Female,06-05-2024,19:23:24
f4f27ec4-4cca-4acc-9ea0-44105e4ccaf5,history,Toys,443.31,5,2216.55,6185f0f6-809f-4867-9085-5c24dea9f224,38,Female,27-02-2024,07:24:57
fa327318-b81f-43f5-8445-e17003f00bb6,ball,Books,292.62,1,292.62,41c007c1-487b-4cac-874a-c87a7688a374,67,Female,09-02-2024,15:51:37
c5bb2585-430f-4e2e-a55b-f13d3a5059dc,along,Home & Garden,276.51,10,2765.1,e783e8e2-d3d0-4a78-a83b-234eac6c599f,40,Male,03-03-2024,12:37:59
2ad9f567-d05c-46e6-af32-0e9dc1ca9c60,look,Books,556.92,4,2227.68,5510eb14-6765-4a4d-ace0-f80cb24721b6,46,Female,22-05-2024,01:24:43
6212c4ce-76ea-4af9-8789-615efe540ccd,contain,Home & Garden,122.75,4,491,ca590183-1b03-49b5-8820-bc9dea821e60,48,Male,27-03-2024,14:55:56
ce876aa9-ab0c-456d-80b6-63c005b3467a,debate,Clothing,617.47,4,2469.88,88fcad8a-6413-40fe-a003-1613dc3ce221,36,Male,08-03-2024,23:25:16
10de8874-8d16-458a-8d3e-0ed261fd5bfb,expect,Books,955.26,9,8597.34,ee4464a4-46c8-4319-97de-4792f83dc72b,67,Male,25-01-2024,01:41:25
10a0872c-9b91-459a-aba8-f558c79021fe,executive,Toys,777.18,1,777.18,caf03c01-44a6-433d-9c66-8a55f72a63f8,29,Female,19-05-2024,23:41:43
7df56a5b-f006-4992-acb0-925788a45803,bed,Electronics,647.81,3,1943.43,4f66a52b-7c5f-4a46-817d-bcd044806269,22,Male,01-03-2024,11:33:05
4ab29b39-c069-4dbb-92ed-91e393218f56,bank,Home & Garden,616.91,9,5552.19,519f5785-6c18-4518-b091-b3ce9d753445,24,Female,13-01-2024,18:04:08
594eef59-48d5-42a4-8f95-40642e5dd24a,defense,Electronics,648.66,1,648.66,301c6519-4a45-4ffa-aaff-3f984931b601,69,Female,10-03-2024,23:51:16
db7c7ca9-8e94-40ff-8b22-5f88d6b6200d,others,Clothing,382.19,10,3821.9,69df5ed4-d9b5-4c24-8880-cf5c3216ee32,39,Female,15-05-2024,22:10:03
c66b212c-d09f-49e9-9350-456f01df7e46,player,Home & Garden,683.12,8,5464.96,ba9081df-69e3-4e26-bac9-1a2108716ac9,34,Male,08-02-2024,21:24:06
9789d107-19ed-4942-a401-9b4d06ee8d66,we,Clothing,246.52,5,1232.6,37dc976d-49ac-4d88-a3a0-0694558fd0fb,30,Male,18-03-2024,02:50:20
b0f5945b-40b8-46dd-b3e1-191ea544eee8,what,Toys,642.94,7,4500.58,5339a05a-6eec-4e6e-8f73-e42788d5ec5c,44,Male,19-03-2024,17:35:20
32914bc2-b254-4c6c-b311-a8e123994938,his,Toys,211.38,10,2113.8,2d23bd7b-293f-4fe8-a76a-8820b852086e,60,Female,27-01-2024,06:27:32
73de2df7-bc76-40c9-9056-f7803cdd2e4f,officer,Home & Garden,766.07,7,5362.49,5c192679-e30d-4795-9526-0c3097ab115f,52,Female,28-01-2024,05:08:53
ce55fd90-2bbb-4a0c-a361-72001a52c3a0,now,Books,295.76,4,1183.04,0323c9a2-812e-41b6-a24e-85d77edfc2a9,43,Male,31-01-2024,06:41:55
3151399b-2d54-4420-8a87-58ab378dfcad,determine,Toys,908.62,1,908.62,3a90b3ac-5a87-4d79-a9ce-18e7fe310ea8,38,Female,01-05-2024,22:06:27
5b2cc150-c16f-457a-9c91-0e9388d5560f,walk,Home & Garden,112.87,7,790.09,da40b57a-25d4-448b-9d87-636c4102c7f8,62,Female,20-05-2024,22:28:11
eb6947ff-abe7-4875-ac7d-9badd3369f4d,he,Home & Garden,710.54,5,3552.7,737af66b-a4c1-4a31-ac43-c7eff776af4c,50,Male,13-04-2024,02:46:12
c04ee53c-8417-4794-945b-9611fe26be0d,management,Clothing,676.97,7,4738.79,50e4fa19-a07c-429d-b0d5-074f5ba01f6f,70,Male,14-04-2024,12:34:49
bb447870-a1a2-4576-8b2d-026c02eccab0,training,Electronics,206.78,9,1861.02,a56954e0-807f-4baf-bb44-a39dd6271182,18,Male,21-05-2024,23:02:29
ee7e9b2a-11c2-48a0-89e6-6f9f0285274f,possible,Books,463.06,6,2778.36,d93b302d-22bc-44c7-bf18-6034b3ced497,30,Female,06-04-2024,13:28:26
05e57f82-beae-4264-945e-ae7427a115fb,Democrat,Electronics,125.27,6,751.62,586152ea-19a6-4af9-b49a-4fa8eba8488d,28,Female,10-03-2024,05:55:43
40a697da-049e-4cbf-bbd9-87b77044e6fe,step,Clothing,844.63,9,7601.67,9d182f08-6560-4ada-8a61-0208a455c29e,42,Male,03-02-2024,00:55:59
f4b807f5-1e85-41ff-96b0-01b69393a6e1,clear,Electronics,841.83,5,4209.15,3066dadb-7c23-4b14-890d-f42d231056a3,36,Female,18-01-2024,01:08:27
2f70f2b2-4f0c-4941-b8e4-36a1f4456b21,eat,Clothing,806.43,4,3225.72,f9249f0f-137d-48a4-8e82-7e1de332dc43,26,Male,08-02-2024,05:35:31
10bdbbbf-eb40-44b5-a9a1-9aaaccfd0bf9,seek,Toys,166.25,8,1330,6e4036b0-4c3d-4746-8895-6a38b4b88617,52,Female,19-05-2024,13:14:06
8d0c62bf-060a-4d22-9452-8aa80535098f,energy,Toys,586,9,5274,183dbb02-ae02-4100-b9d7-70dae638ba31,46,Female,01-06-2024,01:16:30
e078eef3-f0e6-452d-bcf5-8a50e7957a43,argue,Books,418.62,8,3348.96,307a9ea1-ee11-4c6a-83c9-0dc0795eb1bd,31,Male,10-03-2024,23:47:03
2618673f-9702-436f-9c31-652bd2c674da,some,Toys,973.44,4,3893.76,cf709b5e-cd38-4de0-9950-2ec2dd4de5db,21,Female,12-04-2024,15:45:47
b4e04b0d-47e2-4d1b-97bb-a363b0b7a398,new,Electronics,426.61,4,1706.44,0548f466-2033-4793-9810-e9f524440666,22,Male,05-04-2024,05:12:40
5fc11ea9-d092-4b2b-aa84-fde460d8a2b1,sport,Toys,434.83,10,4348.3,6d514546-0a95-495b-b6ca-3bd79b86355e,34,Female,17-03-2024,05:41:23
159383e4-17b2-4fa7-bc84-d9a6e822024d,cause,Books,689.21,7,4824.47,f3aa1438-5252-40ad-943d-bc58089f304d,53,Female,12-05-2024,22:28:11
60f8fa10-a090-41a3-9d68-7a4ac74c00ee,usually,Toys,945.22,1,945.22,675a1819-3d3b-4c8d-a9d4-cf9c7e7ebcae,47,Male,26-01-2024,03:35:21
b2d68e03-3ed4-496f-a63a-fdd64e38f7f4,hope,Electronics,301.09,10,3010.9,c776ca6f-f1ef-45c8-a045-972a584b36a9,25,Male,14-01-2024,01:07:52
c752d41d-0f4f-4269-891c-1a5f00b9da85,without,Clothing,329.59,10,3295.9,8702dd3f-56b2-47b2-9c20-105a8c327ff3,35,Female,11-01-2024,16:54:09
8ca27617-81f7-4a26-8f9c-98421110e199,senior,Home & Garden,234.98,4,939.92,a098f84e-f2cd-434f-b444-7742fd9dcb77,61,Female,16-04-2024,05:48:21
15ecab52-5d7f-4e8b-9d23-cc133ffb1b46,through,Home & Garden,962.67,3,2888.01,eecc7587-7a65-4385-ba5d-2e089862751d,26,Female,19-03-2024,19:59:14
39b63372-a2fb-4351-907f-c3481e11405f,air,Electronics,430.08,10,4300.8,1634fed8-2e39-47af-957b-31c19cd5acd8,34,Female,31-01-2024,10:59:54
ff6a9952-ce49-4130-8266-8b9b2444cbb5,family,Books,987.76,7,6914.32,a93ba171-b857-4435-b2dd-e011949254ec,44,Female,05-01-2024,07:27:50
9be76efc-d306-4530-b1c3-70aa3f515ecf,focus,Books,912.74,3,2738.22,806e6881-e459-4b4b-8783-e23008cc5ef9,36,Male,14-03-2024,02:41:23
3c603d6e-ff0b-4259-8ebf-a11024014fd1,wish,Home & Garden,783.87,9,7054.83,02e2bdea-957a-4225-a81e-a1aae35f7b04,38,Male,12-05-2024,06:48:21
6bd47d8e-0008-46b1-ba26-a514dbd6697b,off,Home & Garden,521.72,3,1565.16,57494b23-b03a-4c2c-94ee-465ff5d5521f,64,Male,05-04-2024,16:43:00
9af5dc2f-d385-41ed-863b-18271a8b6a12,science,Toys,178.65,3,535.95,3c20dfa7-3710-4324-905d-07d3a1518308,39,Male,30-03-2024,22:16:06
e9c076d8-4e2b-480f-97ef-01112d46c78c,record,Clothing,252.59,2,505.18,3ca583e8-38db-438b-a4db-6a0551989a9c,67,Male,07-04-2024,16:45:35
59bcb621-7124-43b1-8e67-2a8487dd4b51,power,Toys,745.16,10,7451.6,9965beb3-d688-4e47-bb63-ecd8bc2935f9,27,Female,07-04-2024,20:44:42
aa2cff1c-506e-429e-ade4-0e8880bc1fc5,than,Books,218.83,6,1312.98,040a5122-21b6-44c8-8c6d-be3c7661f159,37,Male,06-03-2024,01:50:27
84d1fe47-ce6d-4d40-987e-e68b8011a58c,her,Home & Garden,367.12,9,3304.08,d6add1be-080b-4bcb-b3e1-b9b4784dd0e9,50,Male,29-05-2024,05:17:49
63a073ea-75ee-4831-b941-c64394d0c1bb,organization,Home & Garden,421.75,8,3374,de8dc9c5-c95d-4550-9d00-4f7059322458,59,Female,02-01-2024,00:44:51
c2fab59d-7351-49f3-bf09-81aae9376026,fear,Clothing,749.36,3,2248.08,f24ed7ad-5adf-4add-b545-df35ca823bb5,45,Male,09-02-2024,15:29:24
f0a60dd8-2787-41b6-928a-8123d8f7162d,best,Electronics,320.42,1,320.42,13fda9bf-f1fc-4422-8cc3-e016bfa08815,50,Male,18-03-2024,10:08:30
2aec1f33-cd95-4eab-a07b-6e0aa23706e5,week,Electronics,797.1,2,1594.2,53192d8d-2bab-4c27-9347-85dbe46b28cd,32,Male,25-04-2024,05:49:11
34c84052-8da3-4a30-9d92-44852b95d76f,treat,Books,454.42,7,3180.94,a619bd86-058a-45d1-8cd1-c6ade654a9d4,43,Male,08-02-2024,07:44:49
d0f26ce3-900c-41df-b8b8-add149d44742,perform,Electronics,844.9,1,844.9,670e8d5e-ce4c-46e3-9e64-bef768a28712,20,Male,29-04-2024,02:21:22
fa056f3d-d8c1-4ab2-a8ea-1a5a475ddf84,oil,Electronics,313.75,7,2196.25,3a0c7606-3ae3-4901-8bae-9c10ad9b3e74,53,Male,27-02-2024,16:34:23
86f80b99-1682-4765-b6f9-22527c20835b,step,Home & Garden,946.44,2,1892.88,371ccd75-773a-4b31-8c95-4df009dec974,41,Male,22-04-2024,07:03:54
bef19bc2-25a2-47d6-85c5-91739576a5bc,dream,Books,657.1,3,1971.3,9f679d0c-bcd1-4c34-b907-f7bbdf496178,36,Male,02-05-2024,02:18:36
38ce48f3-25cf-47bc-8b3e-fc20168d49ce,hot,Home & Garden,804.29,8,6434.32,2a30dd57-81b0-4bec-878e-ca35f5461423,64,Female,22-05-2024,02:52:13
75033875-7998-4462-ac9f-0527254a59f9,shake,Home & Garden,457.09,6,2742.54,1d0cd25b-89ad-4e09-8628-b134ca87d1b4,65,Male,19-04-2024,09:54:06
f9edca17-3422-4991-8027-dffbb754abdc,record,Electronics,232.91,3,698.73,d490767a-3908-4379-8d23-db401a4009c6,25,Female,20-03-2024,17:52:43
e5715e80-e19e-49f7-a94f-f528a58a005c,color,Toys,383.03,7,2681.21,1b6727e1-384a-4f4f-b86d-40adef96b572,60,Male,15-03-2024,22:32:15
f19c47ef-2d86-4bc8-b0cd-35038b826f4f,star,Books,473.21,7,3312.47,ddd3a521-6c40-4846-add8-4500998c1e86,54,Female,06-03-2024,17:46:03
baf9f8bd-68d5-44bd-8985-059b8a399b01,draw,Home & Garden,165.2,5,826,fad1c90b-6fb6-4d15-8d47-60bd3db21cd1,38,Male,28-03-2024,14:33:05
87baf742-6932-45f8-9f4d-b260a08bf092,training,Books,670.3,2,1340.6,df49194c-0f49-47ee-b37b-d33e7160821c,64,Female,12-01-2024,16:58:40
17410a18-ed26-4c86-a9cc-246a19e93d54,else,Home & Garden,734.82,5,3674.1,b7e904f3-5499-40f7-b2f5-2400a537977b,32,Male,20-05-2024,01:21:04
862f0dab-f076-4297-9533-de35ec1779f8,very,Books,991.87,5,4959.35,35452741-6a76-45b9-acc9-3ff354f83a35,58,Female,31-01-2024,11:31:05
9c49a0eb-8f98-4682-a649-7712600deeb9,public,Electronics,476.31,9,4286.79,b43d7fc9-dfa0-41b1-956f-9adc7e3cc140,46,Male,21-01-2024,23:19:52
6029cfa4-017b-4cc2-a222-caeebec238b3,try,Books,312.14,4,1248.56,46cb1d73-ed9b-47a9-bf65-7e7e71c49bba,46,Female,15-01-2024,09:16:11
3a89aa25-ffca-404b-ab20-1a596f7bc258,close,Clothing,967.96,3,2903.88,09cc0a0d-f783-43b9-a47e-d1eb06cab242,42,Male,02-02-2024,14:01:02
4709d46c-8d9a-48c4-8a1b-038253328ab2,decade,Toys,106.37,4,425.48,c568362b-1bd1-4c56-9d16-5ce1f0cbadc8,64,Female,18-01-2024,10:54:52
902c8a12-10bf-4cbb-b774-69de77fc63e3,ever,Books,385.38,3,1156.14,1b0f76b1-8345-4781-90da-ae9f0e0be92f,70,Female,08-01-2024,14:14:26
1f2c6dc1-94cb-4fdf-9800-9c75a56785e0,along,Toys,289.77,2,579.54,f0327034-6706-4a7b-b0f8-92bd391a27f8,38,Male,13-03-2024,10:08:17
13f2f914-10fb-41b9-a5ce-3921a93caa42,appear,Books,524.46,5,2622.3,d9183321-48a2-49c7-b559-67cd3bea1e9c,20,Female,05-03-2024,13:11:27
33198d71-990a-44c1-832f-10589889e346,begin,Electronics,886.78,1,886.78,a665f6ab-a2fe-4266-b7c1-cfe487b67d61,47,Male,18-04-2024,23:48:04
1bf0929f-ae2f-4caa-af78-48bf706be832,perhaps,Electronics,136.34,3,409.02,108c4680-4cf0-4de8-ab0c-ab2dc989be0e,57,Female,10-04-2024,09:56:43
cd6f52b9-e2dc-43bc-9112-171f5a407fdd,see,Clothing,645.49,5,3227.45,cc858003-861c-41b8-833c-cf886b002f62,57,Female,21-05-2024,22:28:39
c3ff44fe-6f54-486f-81af-912a8b75ce68,partner,Home & Garden,881.93,6,5291.58,d527dd89-c4c0-4ea1-8900-c4ba0318a0e6,67,Female,11-02-2024,22:23:58
fe961619-e1a5-4a87-8377-d3a2285a3ea1,never,Electronics,452.36,2,904.72,0763c81b-8f37-4dcb-aaf6-6a9f2b4d7bd0,44,Male,27-04-2024,23:41:31
f23d3414-0308-4b03-bafe-7216a90d98d0,military,Books,488.45,1,488.45,dcf494be-e0a6-4885-bed4-f129475a3cff,62,Female,22-03-2024,21:26:17
0dab03d0-bbee-4217-87c1-7619d8bda5de,reach,Electronics,608.79,8,4870.32,d3ef9278-e175-4f67-ad62-16760f4ac895,33,Male,13-03-2024,12:47:36
12bddc6d-e0b3-4b23-9c17-690569b59124,professor,Books,773.78,1,773.78,5b8011d5-5af0-4748-9e32-e53c20cc09af,18,Female,12-03-2024,22:49:06
5c2b616a-2fb1-4a56-95ea-fef664541937,five,Toys,404.41,9,3639.69,8445790f-bddd-48ee-ae1f-c84e4b91c8d9,38,Female,25-03-2024,13:20:11
cd7296d7-1513-4d0a-8599-ebb9dd14d997,thought,Books,122.68,9,1104.12,0323762b-787f-4c15-87b3-1f35104d5020,55,Male,01-01-2024,15:12:55
ce2383f4-ef31-45fd-9734-636ffae09a97,food,Electronics,717.74,1,717.74,1e2c5785-96ce-4807-8a32-252f03cbfaee,35,Male,29-04-2024,12:27:26
2a40465e-50cc-4467-b081-b1f9e534e931,remain,Toys,535.31,2,1070.62,07abd47f-2041-4ae2-aada-25234dd20056,30,Male,20-03-2024,08:16:48
b6c4ceb3-a2c8-4a8b-8300-b2b337627be8,mention,Clothing,869.62,5,4348.1,5801aa82-f73b-415f-9179-67efd6179d9c,64,Female,30-03-2024,11:00:01
163da350-5095-4af9-bf19-aa2a72be80c4,majority,Clothing,520.34,5,2601.7,37de69a7-5be4-4d1e-bd93-a10c739d18a3,27,Female,19-03-2024,18:52:50
2211f8c2-3eda-4e51-9ecf-f6ed95dad2e1,low,Books,358.83,5,1794.15,4feb58ff-5610-438d-a348-d9c7bb460463,33,Male,05-04-2024,14:04:38
f264537c-0fa5-4f59-8e88-90f575c21923,claim,Toys,159.13,5,795.65,2a8f6456-defe-4184-94d1-906420dff7b8,19,Male,02-03-2024,20:44:16
0bada5a4-9a9a-486e-9597-9502e78397f4,lawyer,Clothing,917.01,4,3668.04,4fbedf44-c2dc-4972-9738-b870e159d88e,64,Female,20-01-2024,11:28:25
be308311-82b6-4970-a7f7-f13e8689c145,executive,Books,300.13,4,1200.52,b8711ef5-e2d3-48dd-92be-18f7d9dae3f3,66,Male,01-01-2024,06:16:37
09b4a004-fc86-4e39-a5f1-932760caf6df,put,Toys,133.37,7,933.59,cb709890-72a4-4330-af2d-53fdbfa7647c,70,Female,15-02-2024,23:35:50
25499cd5-ebcd-4f6f-89be-254b32150e57,save,Toys,386.95,5,1934.75,6444aa40-a30b-417d-a715-0e1caaa9aaf7,62,Male,10-02-2024,06:19:19
80e21016-faa9-4d69-bdf5-31d17251a319,look,Electronics,648.84,5,3244.2,61f73ec8-a8f6-4256-ba46-14e84895f0cf,38,Female,14-02-2024,03:46:00
7b6de04c-f7b0-4f92-9a66-3a02265e885f,office,Electronics,217.79,3,653.37,31205105-cd39-4d04-b4c5-6354b8ef8479,59,Female,08-05-2024,12:37:48
f7a39562-594e-457b-8c79-3e7f44a857e9,detail,Home & Garden,233.71,5,1168.55,0ba7d8d8-82f4-4d3c-8f8b-b1a4c2554b8f,31,Male,01-06-2024,00:48:43
